Row.names	circ_name	logFC	logCPM	LR	PValue	DE	FDR	LD0_1	LD0_2	LD0_3	TD0_1	TD0_2	TD0_3
3:47006767|47007039	sus_circSTARD7,TMEM127_6	4.60310351231605	-3.19659677671246	18.8356226093992	1.42481027113315e-05	1	0.00976509142525071	0.0408	NA	NA	0.4442	0.2288	0.6483
3:80503612|80514662	sus_circUSP34_93	4.55589167477649	-3.85198731604972	14.0229750984292	0.000180590534569552	1	0.0431858227992224	0.0204	NA	NA	0.3039	0.2974	0.1441
4:101990324|102002987	sus_circENSSSCG00000006725_6	7.21375099171467	-3.25739642151271	27.0935980172373	1.93838813430103e-07	1	0.000536933513201386	NA	NA	NA	0.2338	0.4347	0.6243
4:118211129|118230068	sus_circAGL_54	-4.42274783683802	-0.404648394295284	30.390994094452	3.5316397542096e-08	-1	0.000138107888741091	3.7905	2.0998	3.7509	0.2338	0.1602	0.0961
4:15278145|15352306	sus_circTMEM65_10	6.4022347254023	-3.89188906396334	18.8873916245648	1.38666145593736e-05	1	0.00975089078595613	NA	NA	NA	0.1169	0.183	0.4322
4:18838948|18908157	sus_circCOL14A1_46	6.76390999575443	-3.61870001349322	22.4000000631647	2.21374005028373e-06	1	0.00283542779130354	NA	NA	NA	0.1169	0.2974	0.5283
4:2771954|2793098	sus_circPTK2_47	6.3133905239677	-3.95639206773659	18.0606420631599	2.13979225351142e-05	1	0.0123454259509335	NA	NA	NA	0.1403	0.0915	0.4562
4:2784323|2793098	sus_circPTK2_49	3.35706986444799	-2.41955321003295	15.3399291839842	8.97983203889209e-05	1	0.0288324521700314	NA	0.1729	0.041	0.5143	0.961	0.8404
4:2784323|2810920	sus_circPTK2_52	3.90478034015219	-2.95478789630883	16.5799441032629	4.66416634027106e-05	1	0.0183598718704067	NA	0.0247	0.0615	0.374	0.6635	0.5283
4:3108315|3137676	sus_circTRAPPC9_14	3.65948569359831	-1.53423494763428	20.4302623565822	6.18440791024474e-06	1	0.00563204709415165	0.1019	0.1729	0.0615	1.239	1.1669	2.1611
4:67679793|67689219	sus_circCSPP1_53	3.05633291080644	2.46591791223492	18.4854287508039	1.71208263738542e-05	1	0.0106695217769285	3.2606	1.7045	3.1155	18.0943	18.9679	36.9075
4:67698424|67722071	sus_circCSPP1_75	2.84800810911838	-0.645896031698955	14.8123336073381	0.000118756279491542	1	0.0333118880193997	0.3464	0.1235	0.5329	2.2209	1.8076	4.1782
4:72630918|72637790	sus_circCHD7_23	4.80966880642201	-3.00440307383366	21.0869648155355	4.38903642768226e-06	1	0.00434765784687514	0.0204	NA	0.0205	0.7013	0.183	0.6724
4:72636561|72643259	sus_circCHD7_26	2.69986804221372	-0.322180638620721	13.813415167699	0.000201889546172916	1	0.0462814380330188	0.591	0.1976	0.6149	2.7352	3.4778	4.0101
4:74411794|74431438	sus_circUBXN2B_4	3.82670688554493	-2.38648106334484	18.783709982877	1.46412352354266e-05	1	0.00983181129748644	0.0611	0.0741	0.0205	0.7013	0.0229	1.7049
4:97552286|97576948	sus_circSNX27_16	3.23795691180095	-1.71649603804243	16.4399037894773	5.02169150086455e-05	1	0.0192972283802009	0.0815	0.1729	0.123	1.3325	0.9152	1.6569
5:101572451|101587848	sus_circPPP1R12A_37	3.64018381438157	-3.16578073103184	14.0306331366807	0.00017985658414723	1	0.0431858227992224	NA	0.0494	0.041	0.2338	0.3661	0.6964
5:22002456|22009750	sus_circENSSSCG00000000406_3	5.99306923751175	-4.17973439853068	15.1058190835395	0.000101649469577072	1	0.0305854557657477	NA	NA	NA	0.0701	0.0458	0.4322
5:2637894|2692132	sus_circTBC1D22A_11	4.90620934273253	-3.59121620484947	17.1634238204037	3.42977000036553e-05	1	0.0159818127619594	0.0204	NA	NA	0.3273	0.0686	0.5523
5:53637632|53669181	sus_circAEBP2_23	6.20288034259928	-4.0350182179664	17.0571441333154	3.62716600624561e-05	1	0.0161834896708193	NA	NA	NA	0.0701	0.2059	0.3602
5:74608480|74614932	sus_circADAMTS20_76	3.72967472509691	-2.16855913643833	18.9685875179889	1.32888320373772e-05	1	0.00960262558526993	0.1019	0.0988	NA	0.374	0.8466	1.6329
5:76749044|76751177	sus_circARID2_10	3.62324913275163	-2.77965325740601	16.0158073735553	6.28158219902069e-05	1	0.022451590569403	0.1019	NA	0.0205	0.678	0.7551	0.3602
5:79294042|79302493	sus_circSNORA2B,KANSL2_5	6.16073233003832	-4.06427278504575	16.6788456825816	4.4271938670575e-05	1	0.017946332212316	NA	NA	NA	0.187	0.4118	0.024
5:85285642|85286475	sus_circSLC25A3,SNORA53_6	4.64059681299243	0.541811538745087	34.4640399476319	4.34199448354965e-09	1	2.54687519498142e-05	0.4076	0.1235	0.2255	1.2624	12.8817	6.6755
5:98828493|98831312	sus_circTMTC2_8	3.8427000406855	-2.77508594356776	17.2690718497773	3.24424674099033e-05	1	0.0156288060392056	0.0408	NA	0.0615	0.6546	0.4576	0.6964
5:9975420|9980383	sus_circEIF3L_3	6.17894715501816	-4.05167382198533	16.8415755379765	4.0633295725559e-05	1	0.0167782701853116	NA	NA	NA	0.1403	0.3203	0.1681
6:1051422|1057079	sus_circZC3H18_3	2.83761182382187	-0.431626848694079	14.9502022047248	0.000110386232536398	1	0.0320457499520512	0.4891	0.3953	0.3484	3.2729	2.1279	4.1782
6:106936502|106939430	sus_circMIB1_6	4.26152960840713	-3.44375198854077	15.577396585352	7.91956957863721e-05	1	0.0268618870197858	0.0204	NA	0.0205	0.2338	0.3432	0.4803
6:146279126|146300028	sus_circPDE4B_9	5.91030289224993	-4.23468356979714	14.3934833881507	0.000148314684586437	1	0.038365604012865	NA	NA	NA	NA	0.2288	0.2882
6:157279319|157282222	sus_circUSP24_33	4.43492829551495	-3.33127221324632	17.1431822580984	3.46651429169356e-05	1	0.0159818127619594	0.0408	NA	NA	0.1169	0.1602	0.8885
6:157296063|157307403	sus_circUSP24_86	4.84043411418928	-3.61720738857522	16.6243361733336	4.55626307514745e-05	1	0.0181377466608265	NA	0.0247	NA	NA	0.389	0.5283
6:170137545|170143503	sus_circSCMH1_35	3.64721704034352	-1.25539147430987	21.0400235035568	4.49788717670445e-06	1	0.00434765784687514	0.2038	0.1482	0.0615	1.1923	1.8533	2.5453
6:29344146|29357287	sus_circNUDT21_4	2.65553799953281	0.943137475852467	14.0152463208383	0.000181334323558427	1	0.0432082646242444	2.9753	0.247	0.4714	7.4107	6.2921	11.0939
6:37127249|37166517	sus_circPHKB_45	3.28430281905607	-2.24304981695325	15.3891536756124	8.74890422100197e-05	1	0.0286515838725227	0.0408	0.1482	0.0615	0.7247	0.6635	1.2487
6:47372669|47384422	sus_circ6:47372669|47384422	6.81884665203304	-3.57579244378779	22.931891891346	1.67843886536739e-06	1	0.00237409820786434	NA	NA	NA	0.0935	0.1144	0.7684
6:54244674|54245209	sus_circGYS1_8	3.62826676877428	-1.86572993654055	19.1743507759879	1.19305745944189e-05	1	0.0088127177670774	0.1019	0.0741	0.082	0.7013	0.183	2.6654
6:59352361|59359638	sus_circTNNT1_3	3.28185768549416	-2.79138255639297	13.6352395247454	0.000221979543181868	1	0.049190666769102	NA	0.0988	0.0615	0.7247	0.1373	0.8645
6:64236415|64240458	sus_circSKI_2	4.31836263624272	-2.40735062369131	22.0903680264068	2.6011161762526e-06	1	0.00308100457683308	0.0815	NA	0.0205	1.1455	0.5263	0.7924
6:73137415|73166221	sus_circPRDM2_5	3.903355168265	-2.46968987094199	18.8580739205276	1.40813803520666e-05	1	0.00975135589380612	NA	0.0494	0.082	0.8884	0.5949	0.8164
6:73137415|73172671	sus_circPRDM2_7	3.19248801358166	-2.58640945157923	13.7785865499125	0.000205667116390691	1	0.0468085034440646	0.0611	0.0247	0.1025	0.7715	0.4576	0.7924
6:80082460|80087801	sus_circCDC42_9	5.51495774926621	-3.10324913948849	23.3642687193808	1.34045467851181e-06	1	0.0019819627837682	0.0204	NA	NA	0.4909	0.4118	0.5523
6:88423227|88432891	sus_circPTP4A2_3	4.32051902752884	-3.37676306803245	16.1612579254836	5.81717873110852e-05	1	0.0214847801135608	NA	0.0247	0.0205	0.1169	0.2288	0.7684
6:88644098|88646110	sus_circKPNA6_16	8.09136784908381	-0.720539996818153	55.7166759753618	8.3705213573532e-14	1	5.5647225983684e-09	NA	0.0247	NA	2.0339	2.8143	3.9861
6:92161587|92170345	sus_circAGO1_65	3.40777007579898	-2.87845911867794	14.0486424064092	0.000178142384862581	1	0.043065111802416	NA	0.0988	0.041	0.5377	0.389	0.6964
6:92312391|92313003	sus_circMAP7D1_1	4.46956969818224	-2.52007811965334	22.362420301964	2.25748332142978e-06	1	0.00283542779130354	0.0408	0.0247	0.0205	0.3273	0.572	1.3447
6:93886963|93895849	sus_circINPP5B_3	6.13583565323234	-4.08179885454809	16.4279609207838	5.05342848376211e-05	1	0.0193075819310635	NA	NA	NA	0.1636	0.2059	0.2401
6:95171603|95182054	sus_circMACF1_31	5.89761519402094	-4.24286189742837	14.291927256031	0.000156534756834454	1	0.0394182978574034	NA	NA	NA	0.2338	0.0915	0.1921
6:98229606|98240807	sus_circVAPA_16	4.00421903613203	-2.87393302689729	17.5880597463399	2.74305253408504e-05	1	0.0143958757202013	NA	0.0247	0.0615	0.2805	0.5263	0.8645
7:114673750|114675741	sus_circBTBD7_29	2.81319494735472	-0.219618127677894	14.9038743026355	0.000113130407803508	1	0.0322785815913185	0.4076	0.1976	0.7789	3.5768	2.6999	4.8265
7:19265492|19273195	sus_circMRS2_13	3.0200500235702	-1.45404948311187	15.2821891548785	9.25853875708976e-05	1	0.0291709789844231	0.3464	0.0494	0.123	2.0572	0.5034	2.1131
7:26620967|26651768	sus_circMLIP_13	6.14003235424451	-4.07891611529848	16.4650519434526	4.95551655662994e-05	1	0.0191774446402676	NA	NA	NA	0.3039	0.0458	0.2641
7:26689737|26693154	sus_circMLIP_31	2.64833193935015	0.42890107237356	13.7499752025175	0.00020882357644261	1	0.0471886723775602	0.6521	0.5435	1.2503	3.8106	5.2854	8.1403
7:2915755|2916421	sus_circCDYL_1	6.01282759391192	-2.654516544473	29.1809080862807	6.59256249085854e-08	1	0.000235462888965669	NA	0.0247	NA	0.7247	0.5034	0.8645
7:55659526|55661779	sus_circIDH2_15	3.35887885291481	-1.23612332481913	18.5174682157914	1.68354229685145e-05	1	0.0106592277994937	0.2038	0.1976	0.1025	1.2624	1.6474	2.6654
7:56111793|56128677	sus_circFBXO22_17	6.37597222424574	-3.91097106329723	18.656187766386	1.56538409974933e-05	1	0.0102026210736603	NA	NA	NA	0.2338	0.2974	0.1921
7:56848097|56875183	sus_circSCAPER_23	5.99696808082233	-4.17645029156085	15.1720543598784	9.81452112028458e-05	1	0.0301354588329763	NA	NA	NA	0.1169	0.389	0.048
7:90811957|90848269	sus_circGPHN_37	3.23960050718869	-1.61749618435829	16.7597289105496	4.24241767751077e-05	1	0.0173028176196881	0.2242	0.0741	0.1025	1.239	1.2355	1.7289
8:111817010|111829302	sus_circELOVL6_5	-3.95224549485891	-3.27925031208685	15.1678048028918	9.83663442652808e-05	-1	0.0301354588329763	0.2242	0.1729	0.6559	0.0701	NA	NA
8:112310621|112313657	sus_circEGF_54	6.79435103282119	-3.5949652656064	22.7021443916062	1.8915665883257e-06	1	0.00251502693583785	NA	NA	NA	0.2104	0.2746	0.4803
8:112677571|112681698	sus_circSEC24B_12	6.18386606737968	-4.04825933658341	16.8857717334178	3.96980437541367e-05	1	0.0167782701853116	NA	NA	NA	0.3974	0.0458	0.1921
8:124560982|124562303	sus_circBMPR1B_5	3.19333779158911	-0.949156139282354	17.4692459947054	2.9199312867237e-05	1	0.0149151367979138	0.0408	0.1482	0.4509	1.9403	2.3109	2.5453
8:130257256|130277496	sus_circFAM13A_17	6.73595521627073	-3.64038631411198	22.1419882188449	2.5321047815672e-06	1	0.00308100457683308	NA	NA	NA	0.1403	0.572	0.2161
8:130298196|130299054	sus_circFAM13A_26	4.06655978522348	-2.18056009770307	21.3218756110126	3.88275346140115e-06	1	0.00397116077098382	0.0611	0.0741	0.0205	0.8416	0.9152	1.1286
8:134925770|134941606	sus_circGPAT3_17	3.16434808144436	-2.48889890959764	13.8947829324952	0.000193334375738134	1	0.0454015779835047	0.0815	0.0988	0.041	0.7948	0.6635	0.7204
8:135444524|135453410	sus_circSEC31A_11	5.91800725830106	-4.22969885896977	14.45549389044	0.000143510637557675	1	0.0378594729556914	NA	NA	NA	0.0468	0.1373	0.3362
8:17865660|17867484	sus_circPPARGC1A_11	3.16349353103951	-1.81436843983615	15.6594221834834	7.58338230131647e-05	1	0.0261214121964518	0.163	0.1235	0.082	0.8182	1.3042	1.4888
8:29141456|29155524	sus_circRELL1_8	4.16601773822569	-3.49715384457556	14.7562993363227	0.000122338117629923	1	0.033747045892271	NA	0.0494	NA	0.1403	0.1144	0.7444
8:32725573|32738189	sus_circLIMCH1_34	5.24235869203786	-3.30108659507606	20.5072667920717	5.94052920712512e-06	1	0.00548508863457886	NA	NA	0.0205	0.1169	0.5263	0.5763
8:5950784|5958222	sus_circSTX18_2	5.01909356400596	-3.50388058373331	18.2183398815469	1.96972969352051e-05	1	0.0119043300022949	0.0204	NA	NA	0.1403	0.1602	0.7204
8:84198495|84209728	sus_circSMARCA5_23	4.98796645405533	-3.50210958962937	18.0055398213328	2.20263044677095e-05	1	0.0124851393940973	NA	NA	0.0205	0.4909	0.2517	0.2882
9:12104145|12106836	sus_circPAK1,CLNS1A_40	6.18403377878579	-4.04814279815099	16.8872829524185	3.96664497633397e-05	1	0.0167782701853116	NA	NA	NA	0.4208	0.0229	0.1921
9:127566656|127577646	sus_circODR4_27	6.26207423484513	-2.45650589895827	32.0240965623367	1.52272011666871e-08	1	6.32690208475849e-05	0.0204	NA	NA	0.5611	0.8008	1.0806
9:136594769|136598294	sus_circGRB10_4	3.84368605618384	-2.15891700525394	19.6901766629057	9.10683002682145e-06	1	0.00756777575228862	NA	0.1235	0.0615	0.8182	1.0754	1.0085
9:26923563|26932473	sus_circAMOTL1_19	3.2997405438617	-1.57645241494738	17.3680118923591	3.07965700322748e-05	1	0.0150540880569532	0.2445	0.1482	0.0205	1.0987	0.6635	2.5694
9:36536798|36540781	sus_circACAT1_19	5.97599580613517	-4.19100498862697	14.9640763066066	0.000109577527489106	1	0.0319505001205079	NA	NA	NA	0.1169	0.1144	0.3122
9:39494895|39504434	sus_circPPP2R1B_5	7.78243214245324	-2.77244379342729	33.8970709723406	5.81061116634681e-09	1	2.97145715645182e-05	NA	NA	NA	0.5844	0.5263	0.8164
9:66406846|66409132	sus_circNUCKS1_8	3.00670796645766	-1.92741839002693	14.1542687428886	0.000168414542350179	1	0.0417034787330648	0.1223	0.1235	0.123	0.9351	0.6864	1.6569
9:713575|737189	sus_circENSSSCG00000044464_2	2.80770432435907	-1.07184842041481	13.9719564696227	0.0001855577924036	1	0.0438999360818197	0.2242	0.2223	0.3279	1.2156	2.2194	2.5934
AEMK02000328.1:269331|275679	sus_circDIP2A_4	3.87568018536976	-3.31793398366607	14.4986275363345	0.000140261695653442	1	0.0371497909443858	0.0204	NA	0.041	0.1636	0.3432	0.6483
AEMK02000510.1:631357|631791	sus_circTNRC6A_33	3.11902422631746	-0.382913177280848	17.5960330035075	2.73157565919917e-05	1	0.0143958757202013	0.3464	0.247	0.4509	2.4313	2.6541	5.0186
X:122422752|122434601	sus_circMTMR1_25	6.35137793702641	-3.92891532875293	18.4155750289033	1.77600379134654e-05	1	0.0109322900045109	NA	NA	NA	0.0935	0.2288	0.3842
X:4700074|4703447	sus_circENSSSCG00000044694_1	-4.61835499521724	-3.80243753263522	14.6433301253269	0.000129893499304571	-1	0.0352462034031341	0.5502	0.1976	NA	NA	0.0229	NA
X:59556112|59571888	sus_circENSSSCG00000043604_6	-7.27974768717847	-3.20426483601624	27.9389796930014	1.25201987278298e-07	-1	0.000378337641557329	0.3464	0.3211	0.5534	NA	NA	NA
Y:9399938|9414823	sus_circENSSSCG00000027046_5	3.48850206861552	-2.17892417443923	17.0368573010176	3.66612370028487e-05	1	0.0162482602396626	0.0204	NA	0.1845	0.6312	0.8466	1.3207
